1	204.8
2	204.8
3	204.8
4	204.8
5	204.8
6	204.8
7	204.8
8	204.8
9	204.8
10	204.8
11	204.8
12	204.8
13	204.8
14	204.8
15	204.8
16	204.8
17	204.8
18	204.8
19	204.8
20	204.8
21	204.8
22	204.8
23	204.8
24	204.8
25	204.8
26	204.8
27	204.8
28	204.8
29	204.8
30	204.8
31	204.8
32	204.8
33	204.8
34	204.8
35	204.8
36	204.8
37	204.8
38	204.8
39	204.8
40	204.8
41	204.8
42	204.8
43	204.8
44	204.8
45	204.8
46	204.8
47	204.8
48	204.8
49	204.8
50	204.8
51	204.8
52	204.8
53	204.8
54	204.8
55	204.8
56	204.8
57	204.8
58	204.8
59	204.8
60	204.8
61	204.8
62	204.8
63	204.8
64	204.8
