1	41.1932
2	81.08
3	120.856
4	160.431
5	115.817
6	137.998
7	160.924
8	183.928
9	137.147
10	151.061
11	165.922
12	181.142
13	147.351
14	157.494
15	168.744
16	180.073
17	152.125
18	159.411
19	168.232
20	177.268
21	155.476
22	162.197
23	169.797
24	176.908
25	156.919
26	162.597
27	169.071
28	175.085
29	159.306
30	164.403
31	169.936
32	175.242
33	160.125
34	163.885
35	168.934
36	173.222
37	161.522
38	164.739
39	169.731
40	173.548
41	161.074
42	164.702
43	168.394
44	171.937
45	161.798
46	165.098
47	168.827
48	171.969
49	161.191
50	164.109
51	167.454
52	170.471
53	161.367
54	164.035
55	167.619
56	170.453
57	161.437
58	163.822
59	166.623
60	169.28
61	162.017
62	164.307
63	167.449
64	170.435
